date,open,high,low,close,volume,Name
2014-03-24,126.44,127.15,124.0919,124.7,525622,AAP
2014-03-25,125.23,125.71,123.13,123.56,846436,AAP
2014-03-26,124.36,124.51,122.68,122.75,593110,AAP
2014-03-27,122.31,125.3,122.07,123.89,735128,AAP
2014-03-28,124.61,124.9,123.51,124.65,656426,AAP
2014-03-31,125.26,126.6,124.76,126.5,534075,AAP
2014-04-01,126.96,128.49,126.6,127.25,775404,AAP
2014-04-02,127.45,127.48,126.21,126.86,722275,AAP
2014-04-03,127.06,127.3299,125.56,126.4,401780,AAP
2014-04-04,125.14,125.77,121.57,121.64,904481,AAP
2014-04-07,121.44,121.66,117.52,118.11,1238919,AAP
2014-04-08,118.07,119.46,117.3911,119.16,700188,AAP
2014-04-09,120.15,121.7,119.36,121.58,580011,AAP
2014-04-10,122.63,124.618,118.61,118.61,702928,AAP
2014-04-11,117.29,118.6881,116.15,116.25,823108,AAP
2014-04-14,117.25,118.55,115.76,117.2,658965,AAP
2014-04-15,117.41,118.49,115.86,117.54,539416,AAP
2014-04-16,118.45,119.58,117.76,119.51,542215,AAP
2014-04-17,119.48,122.34,119.07,120.84,803370,AAP
2014-04-21,120.63,121.524,119.95,121.4,476074,AAP
2014-04-22,121.53,125.37,121.53,121.61,1221937,AAP
2014-04-23,121.4,123.09,120.56,122.15,591976,AAP
2014-04-24,121.85,123.04,120.54,122.34,398814,AAP
2014-04-25,121.81,122.29,120.01,120.63,635795,AAP
2014-04-28,121.6,123.23,119.6004,121.44,714026,AAP
2014-04-29,121.37,121.37,118.86,119.83,762919,AAP
2014-04-30,120.03,121.47,119.405,121.29,671046,AAP
2014-05-01,124.07,124.16,120.76,120.98,377776,AAP
2014-05-02,121.26,123.03,121.15,121.69,449305,AAP
2014-05-05,120.63,121.7,119.65,121.03,625618,AAP
2014-05-06,120.7,121.592,119.84,120.49,628395,AAP
2014-05-07,120.64,121.25,118.51,119.45,555860,AAP
2014-05-08,120.02,123.1,119.65,122.46,1001395,AAP
2014-05-09,122.43,124.87,122.16,124.56,841955,AAP
2014-05-12,124.79,125.66,124.26,125.25,755224,AAP
2014-05-13,125.69,125.69,123.068,123.41,816825,AAP
2014-05-14,123.64,124.02,122.16,123.14,1560121,AAP
2014-05-15,127.78,128.45,120.13,124.23,2247224,AAP
2014-05-16,123.86,123.99,120.21,121.67,1900405,AAP
2014-05-19,121.48,123.47,121.31,122.8,784197,AAP
2014-05-20,122.79,122.79,121.12,122.11,891140,AAP
2014-05-21,122.11,123.02,120.71,122.58,924927,AAP
2014-05-22,122.11,123.67,122.11,122.5,638226,AAP
2014-05-23,122.98,123.71,122.49,123.24,512717,AAP
2014-05-27,124.03,124.03,121.24,121.44,599248,AAP
2014-05-28,121.42,121.8,120.0,121.11,529328,AAP
2014-05-29,122.11,123.35,121.58,122.31,606770,AAP
2014-05-30,122.33,124.3,122.33,124.17,679931,AAP
2014-06-02,124.22,124.49,123.2005,124.47,509710,AAP
2014-06-03,123.88,125.815,123.77,125.23,733583,AAP
2014-06-04,124.82,126.51,124.73,126.46,418309,AAP
2014-06-05,126.53,127.77,126.16,127.43,605604,AAP
2014-06-06,127.65,128.65,127.13,128.41,493026,AAP
2014-06-09,128.2,128.97,126.79,127.71,632496,AAP
2014-06-10,127.07,127.63,126.21,126.97,519243,AAP
2014-06-11,126.53,126.915,125.44,126.14,351183,AAP
2014-06-12,125.8,125.914,123.52,124.28,541918,AAP
2014-06-13,124.65,124.84,123.36,124.8,439766,AAP
2014-06-16,124.36,125.29,124.15,125.01,443898,AAP
2014-06-17,125.01,126.6,125.01,125.95,571175,AAP
2014-06-18,126.71,130.51,126.71,129.72,935350,AAP
2014-06-19,130.0,130.51,127.33,128.84,620237,AAP
2014-06-20,129.4,129.91,127.89,129.8,829234,AAP
2014-06-23,129.7,130.819,129.21,130.67,1376236,AAP
2014-06-24,130.67,133.918,130.67,131.66,1509069,AAP
2014-06-25,130.98,131.53,128.02,129.85,1124861,AAP
2014-06-26,130.3,131.71,130.02,130.53,1157738,AAP
2014-06-27,130.5,133.51,130.5,133.48,1337989,AAP
2014-06-30,133.67,136.12,132.88,134.92,1476072,AAP
2014-07-01,135.86,135.95,134.35,134.53,1085920,AAP
2014-07-02,134.27,135.19,133.6,134.25,522313,AAP
2014-07-03,135.05,135.202,134.13,134.94,300275,AAP
2014-07-07,133.97,135.075,133.8,134.0,431114,AAP
2014-07-08,133.99,133.99,131.64,132.27,484253,AAP
2014-07-09,132.71,133.61,131.2336,133.58,673362,AAP
2014-07-10,132.51,133.92,132.0,133.16,499068,AAP
2014-07-11,132.96,133.57,132.49,133.29,484673,AAP
2014-07-14,133.65,135.27,133.65,134.81,731499,AAP
2014-07-15,134.25,134.81,132.39,132.64,524044,AAP
2014-07-16,133.52,133.52,131.174,131.82,471585,AAP
2014-07-17,130.97,131.37,129.73,129.86,480547,AAP
2014-07-18,129.92,130.87,128.66,130.47,645430,AAP
2014-07-21,130.31,131.0,128.48,128.55,411256,AAP
2014-07-22,128.22,128.34,123.89,124.15,1547891,AAP
2014-07-23,124.68,124.93,123.25,123.59,653724,AAP
2014-07-24,124.9,127.73,124.2,126.63,1366164,AAP
2014-07-25,126.13,126.9099,124.96,125.55,353432,AAP
2014-07-28,125.24,125.27,123.8,124.49,495457,AAP
2014-07-29,124.52,124.78,122.94,122.96,422221,AAP
2014-07-30,123.2,124.5,123.01,124.2,522820,AAP
2014-07-31,123.86,124.54,121.03,121.11,891376,AAP
